date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:47:26	29200/29200	---M--	200	added ('OK')	application/font-woff2	etag:%22685921ed-7210%22	http://localhost:10004/wp-content/uploads/fonts/va9b4kzIxd1KFppkaRKvDRPJVDf_WxjukmDSFXjQiQ.woff2	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/wp-content/uploads/fonts/va9b4kzIxd1KFppkaRKvDRPJVDf_WxjukmDSFXjQiQ.woff2	(from http://localhost:10004/)
12:47:26	26752/26752	---M--	200	added ('OK')	application/font-woff2	etag:%22685921ee-6880%22	http://localhost:10004/wp-content/uploads/fonts/va9b4kzIxd1KFppkaRKvDRPJVDf_FRjukmDSFXjQiQ.woff2	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/wp-content/uploads/fonts/va9b4kzIxd1KFppkaRKvDRPJVDf_FRjukmDSFXjQiQ.woff2	(from http://localhost:10004/)
12:47:27	33492/33492	---M--	200	added ('OK')	application/font-woff2	etag:%22685921ee-82d4%22	http://localhost:10004/wp-content/uploads/fonts/va9Z4kzIxd1KFrBtW-13ZHhT-jDqdFyG1GrTN33AiasJ.woff2	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/wp-content/uploads/fonts/va9Z4kzIxd1KFrBtW-13ZHhT-jDqdFyG1GrTN33AiasJ.woff2	(from http://localhost:10004/)
12:47:28	32832/32832	---M--	200	added ('OK')	application/font-woff2	etag:%22685921ee-8040%22	http://localhost:10004/wp-content/uploads/fonts/va9Z4kzIxd1KFrBtW-13ZHhT-jDqdFwG1GrTN33AiasJ.woff2	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/wp-content/uploads/fonts/va9Z4kzIxd1KFrBtW-13ZHhT-jDqdFwG1GrTN33AiasJ.woff2	(from http://localhost:10004/)
12:47:31	31740/31740	---M--	200	added ('OK')	application/font-woff2	etag:%22685921ef-7bfc%22	http://localhost:10004/wp-content/uploads/fonts/va9Z4kzIxd1KFrBtW-13ZHhT-jDqdFzh02rTN33AiasJ.woff2	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/wp-content/uploads/fonts/va9Z4kzIxd1KFrBtW-13ZHhT-jDqdFzh02rTN33AiasJ.woff2	(from http://localhost:10004/)
12:47:31	31780/31780	---M--	200	added ('OK')	application/font-woff2	etag:%22685921ef-7c24%22	http://localhost:10004/wp-content/uploads/fonts/va9Z4kzIxd1KFrBtW-13ZHhT-jDqdFyG02rTN33AiasJ.woff2	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/wp-content/uploads/fonts/va9Z4kzIxd1KFrBtW-13ZHhT-jDqdFyG02rTN33AiasJ.woff2	(from http://localhost:10004/)
12:47:35	47536/47536	---M--	200	added ('OK')	application/font-woff2	etag:%2268592204-b9b0%22	http://localhost:10004/wp-content/uploads/fonts/0QI6MX1D_JOuGQbT0gvTJPa787weuyJDmKxemMeZ.woff2	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/wp-content/uploads/fonts/0QI6MX1D_JOuGQbT0gvTJPa787weuyJDmKxemMeZ.woff2	(from http://localhost:10004/)
12:47:36	50148/50148	---M--	200	added ('OK')	application/font-woff2	etag:%2268592204-c3e4%22	http://localhost:10004/wp-content/uploads/fonts/0QI6MX1D_JOuGQbT0gvTJPa787zAvCJDmKxemMeZ.woff2	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/wp-content/uploads/fonts/0QI6MX1D_JOuGQbT0gvTJPa787zAvCJDmKxemMeZ.woff2	(from http://localhost:10004/)
12:47:37	92228/92228	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Jun%202025%2010:47:36%20GMT	http://localhost:10004/blog/	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/blog/index.html	(from http://localhost:10004/)
12:47:40	54032/54032	---M--	200	added ('OK')	application/font-woff2	etag:%2268592205-d310%22	http://localhost:10004/wp-content/uploads/fonts/0QI8MX1D_JOuMw_hLdO6T2wV9KnW-PgFkq18ndeZzZ0.woff2	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/wp-content/uploads/fonts/0QI8MX1D_JOuMw_hLdO6T2wV9KnW-PgFkq18ndeZzZ0.woff2	(from http://localhost:10004/)
12:47:40	53888/53888	---M--	200	added ('OK')	application/font-woff2	etag:%2268592205-d280%22	http://localhost:10004/wp-content/uploads/fonts/0QI8MX1D_JOuMw_hLdO6T2wV9KnW-BQCkq18ndeZzZ0.woff2	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/wp-content/uploads/fonts/0QI8MX1D_JOuMw_hLdO6T2wV9KnW-BQCkq18ndeZzZ0.woff2	(from http://localhost:10004/)
12:47:46	29500/29500	---M--	200	added ('OK')	application/font-woff2	etag:%22685921ed-733c%22	http://localhost:10004/wp-content/uploads/fonts/va9b4kzIxd1KFppkaRKvDRPJVDf_YhjukmDSFXjQiQ.woff2	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/wp-content/uploads/fonts/va9b4kzIxd1KFppkaRKvDRPJVDf_YhjukmDSFXjQiQ.woff2	(from http://localhost:10004/)
12:47:46	28760/28760	---M--	200	added ('OK')	application/font-woff2	etag:%22685921ed-7058%22	http://localhost:10004/wp-content/uploads/fonts/va9b4kzIxd1KFppkaRKvDRPJVDf_PBjukmDSFXjQiQ.woff2	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/wp-content/uploads/fonts/va9b4kzIxd1KFppkaRKvDRPJVDf_PBjukmDSFXjQiQ.woff2	(from http://localhost:10004/)
12:47:52	30916/30916	---M--	200	added ('OK')	application/font-woff2	etag:%22685921ee-78c4%22	http://localhost:10004/wp-content/uploads/fonts/va9Z4kzIxd1KFrBtW-13ZHhT-jDqdFw01GrTN33AiasJ.woff2	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/wp-content/uploads/fonts/va9Z4kzIxd1KFrBtW-13ZHhT-jDqdFw01GrTN33AiasJ.woff2	(from http://localhost:10004/)
12:47:52	31856/31856	---M--	200	added ('OK')	application/font-woff2	etag:%22685921ee-7c70%22	http://localhost:10004/wp-content/uploads/fonts/va9Z4kzIxd1KFrBtW-13ZHhT-jDqdFzY02rTN33AiasJ.woff2	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/wp-content/uploads/fonts/va9Z4kzIxd1KFrBtW-13ZHhT-jDqdFzY02rTN33AiasJ.woff2	(from http://localhost:10004/)
12:48:01	50280/50280	---M--	200	added ('OK')	application/font-woff2	etag:%2268592204-c468%22	http://localhost:10004/wp-content/uploads/fonts/0QI6MX1D_JOuGQbT0gvTJPa787wsuyJDmKxemMeZ.woff2	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/wp-content/uploads/fonts/0QI6MX1D_JOuGQbT0gvTJPa787wsuyJDmKxemMeZ.woff2	(from http://localhost:10004/)
12:48:03	51388/51388	---M--	200	added ('OK')	application/font-woff2	etag:%2268592205-c8bc%22	http://localhost:10004/wp-content/uploads/fonts/0QI8MX1D_JOuMw_hLdO6T2wV9KnW-MoFkq18ndeZzZ0.woff2	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/wp-content/uploads/fonts/0QI8MX1D_JOuMw_hLdO6T2wV9KnW-MoFkq18ndeZzZ0.woff2	(from http://localhost:10004/)
12:48:03	237571/237571	---MCZ	200	added ('OK')	text/css	etag:W/%22685ad1cd-3a003%22	http://localhost:10004/wp-content/plugins/ultimate-post/assets/css/style.min.css?ver=4.1.31	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/wp-content/plugins/ultimate-post/assets/css/style.min9719.css	(from http://localhost:10004/blog/)
12:48:03	185897/185897	---M--	200	added ('OK')	image/png	etag:%22685bc774-2d629%22	http://localhost:10004/wp-content/uploads/2025/06/bg-red-1-1024x550.png	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/wp-content/uploads/2025/06/bg-red-1-1024x550.png	(from http://localhost:10004/)
12:48:03	6780/6780	---MCZ	200	added ('OK')	text/css	etag:W/%226859d04d-1a7c%22	http://localhost:10004/wp-content/plugins/read-meter/assets/css/bsfrt-frontend-css.min.css?ver=1.0.10	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/wp-content/plugins/read-meter/assets/css/bsfrt-frontend-css.min1c96.css	(from http://localhost:10004/blog/)
12:48:03	188265/188265	---M--	200	added ('OK')	image/png	etag:%22685bc768-2df69%22	http://localhost:10004/wp-content/uploads/2025/06/bg-blue-4-1024x550.png	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/wp-content/uploads/2025/06/bg-blue-4-1024x550.png	(from http://localhost:10004/)
12:48:05	94433/94433	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Jun%202025%2010:48:04%20GMT	http://localhost:10004/donec-quam-felis/	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/donec-quam-felis/index.html	(from http://localhost:10004/blog/)
12:48:05	4776/4776	---M--	200	added ('OK')	application/x-javascript	etag:%2266fa3303-12a8%22	http://localhost:10004/wp-includes/js/dist/hooks.min.js?ver=4d63a3d491d11ffd8ac6	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/wp-includes/js/dist/hooks.min4fdd.js	(from http://localhost:10004/blog/)
12:48:07	89704/89704	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Jun%202025%2010:48:06%20GMT	http://localhost:10004/quisque-faucibus-ex-sapien-vitae-pellentesque/	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/quisque-faucibus-ex-sapien-vitae-pellentesque/index.html	(from http://localhost:10004/blog/)
12:48:07	9141/9141	---M--	200	added ('OK')	application/x-javascript	etag:%2265ce417b-23b5%22	http://localhost:10004/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/wp-includes/js/dist/i18n.minc33c.js	(from http://localhost:10004/blog/)
12:48:08	72994/72994	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Jun%202025%2010:48:07%20GMT	http://localhost:10004/category/category3/	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/category/category3/index.html	(from http://localhost:10004/blog/)
12:48:08	41247/41247	---M--	200	added ('OK')	application/x-javascript	etag:%2267c5f02a-a11f%22	http://localhost:10004/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from http://localhost:10004/blog/)
12:48:11	101103/101103	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Jun%202025%2010:48:09%20GMT	http://localhost:10004/author/kpoloczek/	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/author/kpoloczek/index.html	(from http://localhost:10004/blog/)
12:48:11	8460/8460	---M--	200	added ('OK')	application/x-javascript	etag:%2267c5f02a-210c%22	http://localhost:10004/wp-includes/js/dist/url.min.js?ver=6bf93e90403a1eec6501	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/wp-includes/js/dist/url.min16bb.js	(from http://localhost:10004/blog/)
12:48:13	87644/87644	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Jun%202025%2010:48:11%20GMT	http://localhost:10004/in-id-cursus-mi-pretium-tellus-duis/	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/in-id-cursus-mi-pretium-tellus-duis/index.html	(from http://localhost:10004/blog/)
12:48:13	5838/5838	---M--	200	added ('OK')	application/x-javascript	etag:%2267c5f02a-16ce%22	http://localhost:10004/wp-includes/js/dist/api-fetch.min.js?ver=3623a576c78df404ff20	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/wp-includes/js/dist/api-fetch.minc31c.js	(from http://localhost:10004/blog/)
12:48:14	74170/74170	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Jun%202025%2010:48:13%20GMT	http://localhost:10004/category/category1/	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/category/category1/index.html	(from http://localhost:10004/blog/)
12:48:15	1/1	---MC-	400	error ('Bad%20Request')	text/html	date:Wed,%2025%20Jun%202025%2010:48:14%20GMT	http://localhost:10004/wp-admin/admin-ajax.php?action=rest-nonce	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/wp-admin/admin-ajaxf809.php	(from http://localhost:10004/blog/)
12:48:16	85534/85534	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Jun%202025%2010:48:15%20GMT	http://localhost:10004/consectetur-adipiscing-elit/	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/consectetur-adipiscing-elit/index.html	(from http://localhost:10004/blog/)
12:48:17	73895/73895	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Jun%202025%2010:48:17%20GMT	http://localhost:10004/category/category2/	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/category/category2/index.html	(from http://localhost:10004/blog/)
12:48:17	101498/101498	---M--	200	added ('OK')	application/x-javascript	etag:%22685ad1ce-18c7a%22	http://localhost:10004/wp-content/plugins/ultimate-post/assets/js/ultp.min.js?ver=4.1.31	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/wp-content/plugins/ultimate-post/assets/js/ultp.min9719.js	(from http://localhost:10004/blog/)
12:48:21	69906/69906	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Jun%202025%2010:48:18%20GMT	http://localhost:10004/blog/page/2/	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/blog/page/2/index.html	(from http://localhost:10004/blog/)
12:48:30	134704/134704	---M--	200	added ('OK')	image/png	etag:%22685b0c16-20e30%22	http://localhost:10004/wp-content/uploads/2025/06/mountain2-600x600.png	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/wp-content/uploads/2025/06/mountain2-600x600.png	(from http://localhost:10004/blog/)
12:48:31	3988/3988	---M--	200	added ('OK')	application/x-javascript	etag:%22685930de-f94%22	http://localhost:10004/wp-content/plugins/sticky-block/dist/sticky-block.min.js?ver=1.0	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/wp-content/plugins/sticky-block/dist/sticky-block.min5152.js	(from http://localhost:10004/)
12:48:35	160639/160639	---M--	200	added ('OK')	image/png	etag:%22685b0c09-2737f%22	http://localhost:10004/wp-content/uploads/2025/06/car2-600x600.png	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/wp-content/uploads/2025/06/car2-600x600.png	(from http://localhost:10004/blog/)
12:48:36	29516/29516	---M--	200	added ('OK')	application/font-woff2	etag:%22685921ed-734c%22	http://localhost:10004/wp-content/uploads/fonts/va9b4kzIxd1KFppkaRKvDRPJVDf_4h_ukmDSFXjQiQ.woff2	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/wp-content/uploads/fonts/va9b4kzIxd1KFppkaRKvDRPJVDf_4h_ukmDSFXjQiQ.woff2	(from http://localhost:10004/)
12:48:41	32520/32520	---M--	200	added ('OK')	application/font-woff2	etag:%22685921ee-7f08%22	http://localhost:10004/wp-content/uploads/fonts/va9Z4kzIxd1KFrBtW-13ZHhT-jDqdFwG1WrTN33AiasJ.woff2	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/wp-content/uploads/fonts/va9Z4kzIxd1KFrBtW-13ZHhT-jDqdFwG1WrTN33AiasJ.woff2	(from http://localhost:10004/)
12:48:41	30736/30736	---M--	200	added ('OK')	application/font-woff2	etag:%22685921ef-7810%22	http://localhost:10004/wp-content/uploads/fonts/va9Z4kzIxd1KFrBtW-13ZHhT-jDqdFyv02rTN33AiasJ.woff2	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/wp-content/uploads/fonts/va9Z4kzIxd1KFrBtW-13ZHhT-jDqdFyv02rTN33AiasJ.woff2	(from http://localhost:10004/)
12:48:43	11740/11740	---MCZ	200	added ('OK')	text/css	etag:W/%2267c5f02a-2ddc%22	http://localhost:10004/wp-includes/blocks/social-links/style.min.css?ver=6.8.1	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/wp-includes/blocks/social-links/style.min0899.css	(from http://localhost:10004/donec-quam-felis/)
12:48:43	776/776	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22dea19c45b2b3ca4265f5f92c5f60ddb5%22	http://localhost:10004/donec-quam-felis/feed/	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/donec-quam-felis/feed/index.html	(from http://localhost:10004/donec-quam-felis/)
12:48:44	87655/87655	---MCZ	200	added ('OK')	text/css	etag:W/%2267ebdfb8-15667%22	http://localhost:10004/wp-includes/css/dist/components/style.min.css?ver=6.8.1	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/wp-includes/css/dist/components/style.min0899.css	(from http://localhost:10004/donec-quam-felis/)
12:48:45	1467/1467	---MCZ	200	added ('OK')	text/css	etag:W/%2266ecd617-5bb%22	http://localhost:10004/wp-includes/css/dist/preferences/style.min.css?ver=6.8.1	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/wp-includes/css/dist/preferences/style.min0899.css	(from http://localhost:10004/donec-quam-felis/)
12:48:46	118786/118786	---MCZ	200	added ('OK')	text/css	etag:W/%2267c5f02a-1d002%22	http://localhost:10004/wp-includes/css/dist/block-editor/style.min.css?ver=6.8.1	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/wp-includes/css/dist/block-editor/style.min0899.css	(from http://localhost:10004/donec-quam-felis/)
12:48:47	542/542	---MCZ	200	added ('OK')	text/css	etag:W/%22664f9b70-21e%22	http://localhost:10004/wp-includes/css/dist/reusable-blocks/style.min.css?ver=6.8.1	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/wp-includes/css/dist/reusable-blocks/style.min0899.css	(from http://localhost:10004/donec-quam-felis/)
12:48:48	1773/1773	---MCZ	200	added ('OK')	text/css	etag:W/%2266718962-6ed%22	http://localhost:10004/wp-includes/css/dist/patterns/style.min.css?ver=6.8.1	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/wp-includes/css/dist/patterns/style.min0899.css	(from http://localhost:10004/donec-quam-felis/)
12:48:49	57824/57824	---MCZ	200	added ('OK')	text/css	etag:W/%22680fb12c-e1e0%22	http://localhost:10004/wp-includes/css/dist/editor/style.min.css?ver=6.8.1	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/wp-includes/css/dist/editor/style.min0899.css	(from http://localhost:10004/donec-quam-felis/)
12:48:49	51188/51188	---M--	200	added ('OK')	application/font-woff2	etag:%2268592205-c7f4%22	http://localhost:10004/wp-content/uploads/fonts/0QI8MX1D_JOuMw_hLdO6T2wV9KnW-C0Ckq18ndeZzZ0.woff2	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/wp-content/uploads/fonts/0QI8MX1D_JOuMw_hLdO6T2wV9KnW-C0Ckq18ndeZzZ0.woff2	(from http://localhost:10004/)
12:48:49	100/100	---M--	200	added ('OK')	text/css	etag:%22685930de-64%22	http://localhost:10004/wp-content/plugins/sticky-block/dist/blocks.style.build.css?ver=1.11.1	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/wp-content/plugins/sticky-block/dist/blocks.style.build90f9.css	(from http://localhost:10004/donec-quam-felis/)
12:48:49	185056/185056	---M--	200	added ('OK')	image/png	etag:%22685bc76e-2d2e0%22	http://localhost:10004/wp-content/uploads/2025/06/bg-creme-1-1024x550.png	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/wp-content/uploads/2025/06/bg-creme-1-1024x550.png	(from http://localhost:10004/)
12:48:50	1159/1159	---MCZ	200	added ('OK')	text/css	etag:W/%22685a9189-487%22	http://localhost:10004/wp-content/plugins/syntax-highlighting-code-block/vendor/scrivo/highlight-php/styles/default.css?ver=1.5.1	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/wp-content/plugins/syntax-highlighting-code-block/vendor/scrivo/highlight-php/styles/defaultcc1a.css	(from http://localhost:10004/donec-quam-felis/)
12:48:54	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2025%20Jun%202025%2010:48:54%20GMT	http://localhost:10004/?p=595	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/indexa351.html	(from http://localhost:10004/donec-quam-felis/)
12:48:54	2240/2240	---MCZ	200	added ('OK')	application/json	date:Wed,%2025%20Jun%202025%2010:48:54%20GMT	http://localhost:10004/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A10004%2Fdonec-quam-felis%2F	C:/Users/timon/Desktop/HTTrack/wp-playground/localhost_10004/wp-json/oembed/1.0/embed9b4c.json	(from http://localhost:10004/donec-quam-felis/)
